"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-10&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-10~ref_cpp-d121317a.5-62-AEO2018.3-10~co2fee15-d022318a.5-62-AEO2018.3-10~co2fee25-d022318a.5-62-AEO2018.3-10&map=&sourcekey=1"
"Fri Sep 28 2018 10:37:55 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",4.2987,4.4258,4.4258,4.6538,4.6538,4.6538,4.6538,6.591131,7.537872,8.237795,8.603067,10.250599,10.250599,10.314034,10.314034,10.314034,9.767033,9.767033,10.385965,10.876682,10.876682,11.114164,11.521704,11.521704,11.521704,11.521704,11.705568,11.705568,12.809092,12.809092,13.840508,13.840508,13.840508,13.313908,13.313908,"3.4%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",4.4511,4.4495,4.4495,4.4495,4.445,4.445,4.44818,4.44818,4.44538,4.42908,4.438026,4.459296,4.488843,4.511938,4.511938,4.511938,4.594253,4.679323,4.711791,4.742931,4.767585,4.767585,4.767585,4.767585,4.767585,4.814333,4.814333,4.814333,4.814333,5.12083,5.135577,5.161754,5.189346,5.189346,5.221412,"0.5%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",4.4511,4.4495,4.4495,4.4495,4.445,4.4422,4.4422,4.4422,4.4422,4.4259,4.4259,4.4259,4.4174,4.4114,4.4114,4.4114,4.4114,4.4114,4.4114,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,4.4051,"-0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",4.4511,4.4495,4.4495,4.4495,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.3909,4.485623,4.485623,4.485623,4.485623,4.485623,4.485623,4.485623,4.485623,4.485623,4.479323,4.479323,4.71541,4.71541,4.71541,4.71541,"0.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",4.4511,4.4495,4.4495,4.4495,4.445,4.4422,4.4422,4.473561,4.473561,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.495819,4.480919,4.480919,4.473219,4.471319,4.460819,4.458819,4.457719,"0.0%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",1.9284,1.9284,1.9284,1.9284,1.9284,1.9284,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,0.5705,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",1.9284,1.9284,1.9284,1.9284,1.9284,1.9284,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,0.5705,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",1.9284,1.9284,1.9284,1.9284,1.9284,1.9284,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,0.5705,0,0,0,0,0.296035,"-5.5%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",1.9284,1.9284,1.9284,1.9284,1.9284,1.9284,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,1.141,0.917312,0.346812,0.346812,0.346812,1.428348,1.719172,"-0.3%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,2.103,"0.0%"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.4717,1.4717,1.4717,1.4717,1.4717,1.4717,1.4717,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",1.814801,2.275701,2.481001,2.481001,2.962289,2.962289,2.962289,2.962289,2.962289,2.962289,2.962289,2.962289,2.962289,2.962289,2.96229,2.962289,2.962289,2.962289,2.962289,2.962829,2.964684,2.966957,2.969363,2.972575,2.974715,2.977471,3.000497,3.030434,3.060846,3.082895,3.120316,3.125775,3.148282,3.184715,3.219572,"1.1%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",1.814801,2.275701,2.481001,2.481001,2.9533,3.101581,3.101581,3.101581,3.101581,3.101581,3.101581,3.101581,3.101582,3.101582,3.101582,3.101582,3.101582,3.135489,3.164899,3.184526,3.214074,3.237337,3.260639,3.298432,3.329424,3.354831,3.366588,3.374082,3.411002,3.446593,3.4697,3.501821,3.54366,3.577654,3.599963,"1.4%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",1.814801,2.275701,2.481001,2.481001,2.887036,2.887036,2.887036,2.887036,2.92334,2.969765,2.969765,2.969765,3.044294,3.085173,3.149203,3.198308,3.306339,3.344917,3.429235,3.541219,3.59426,3.651211,3.696084,3.73095,3.73095,3.763566,4.042922,4.195255,4.237511,4.240611,4.469705,4.625858,4.625858,4.625858,4.625858,"2.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",1.814801,2.275701,2.481001,2.481001,3.055001,3.866251,3.940708,3.940708,3.956398,3.956398,3.956398,4.002902,4.034164,4.07515,4.110116,4.134221,4.134221,4.134221,4.134221,4.167906,4.192138,4.192138,4.214827,4.314127,4.336689,4.336689,4.341955,4.353788,4.392091,4.407145,4.408055,4.424081,4.43889,4.447519,4.611405,"2.2%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0.045533,0.045533,0.045533,0.045533,0.049796,0.054511,0.058738,0.063475,0.06895,0.074383,0.080113,0.084248,0.089716,0.095264,0.101423,0.107824,0.114402,0.120889,0.127537,0.13456,0.155309,0.173255,0.19435,0.216305,0.24171,0.267882,0.293949,0.320134,0.346768,0.373059,0.401378,0.434465,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0.017415,0.017415,0.017415,0.017415,0.018691,0.021248,0.022673,0.023545,0.026579,0.027757,0.028961,0.029766,0.033394,0.035149,0.037094,0.041169,0.04315,0.048496,0.054356,0.060609,0.066251,0.072074,0.078624,0.085236,0.092588,0.100265,0.121247,0.144218,0.171026,0.199963,0.229661,0.262314,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177,0.003328,0.004513,0.005932,0.007473,0.009233,0.011122,0.011122,0.011122,0.011122,0.011122,0.011122,0.011122,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",25.884304,26.264706,26.470005,26.743538,27.100826,26.275925,25.972269,26.053759,26.401619,26.389544,26.308033,26.410465,26.508289,26.607454,26.674591,26.760321,26.848183,26.944233,27.062717,27.164314,27.264011,27.366549,27.477152,27.580187,27.600275,27.780182,27.825163,27.956146,27.951241,28.083662,28.20536,28.336876,28.497372,28.656849,28.848003,"0.3%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",25.884304,26.264706,26.470005,26.71542,27.063719,26.384298,25.974535,25.987965,26.042658,26.056519,26.152891,26.405926,26.648605,26.893808,27.295958,27.299585,27.043341,26.532192,26.565678,26.650352,26.758385,26.863605,26.982355,27.1157,27.246355,27.426378,27.570065,27.584911,27.716478,28.257038,28.443399,28.8144,28.9704,29.125135,29.235661,"0.3%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",25.884304,26.264706,26.470005,26.698006,26.92594,26.101038,25.313639,24.891157,25.696028,25.375124,25.335203,25.236897,25.311426,25.497797,26.082508,26.131615,26.239645,27.167162,27.25148,27.469063,27.905094,26.240892,26.360798,26.659227,26.931185,26.993311,27.583401,28.21068,27.584627,27.010925,26.669521,27.126934,27.126934,26.368933,26.664967,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",25.884304,26.264706,26.470005,26.698006,27.148005,27.131554,26.418612,25.522902,25.970335,26.692514,26.903286,26.64032,26.671583,27.026005,27.31097,27.335073,26.788074,26.788074,26.649006,26.400408,26.424641,26.662121,26.330351,26.429651,26.452213,26.452213,26.641344,26.394176,26.521103,26.312468,26.766592,26.78072,26.785028,26.561596,27.015205,"0.1%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case,62-AEO2018.20.ref2018-d121317a,"GW","- -","- -",0,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,0.228,"- -"
