"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-15&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-15~ref_cpp-d121317a.5-62-AEO2018.3-15~co2fee15-d022318a.5-62-AEO2018.3-15~co2fee25-d022318a.5-62-AEO2018.3-15&map=&sourcekey=1"
"Fri Sep 28 2018 10:39:46 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",9.668501,9.668501,9.668501,9.668501,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.455601,9.455601,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.4467,9.514317,9.514317,9.514317,"-0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",9.668501,9.668501,9.668501,9.668501,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.524601,9.275001,9.2746,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.266101,9.806939,10.134532,10.616395,"0.3%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",9.668501,9.668501,9.668501,9.668501,9.668501,9.546101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.543701,9.5352,9.5236,9.5179,9.5134,9.545053,9.545053,9.545053,9.545053,9.545053,9.819037,9.819037,9.819037,9.819037,9.819037,10.101183,10.157978,10.405993,12.347175,12.896656,"0.9%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",9.668501,9.668501,9.668501,9.668501,9.668501,9.546101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.544101,9.543701,9.5352,9.603441,9.597742,9.593242,9.593242,9.593242,9.593242,9.593242,9.593242,9.593242,9.593242,9.593242,9.593242,10.429602,11.112598,11.378272,11.659645,12.369919,13.395884,"1.0%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",7.8321,7.8321,8.162101,8.327101,8.327101,8.327101,8.327101,8.4491,8.4491,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,"0.3%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",7.8321,7.8321,8.162101,8.327101,8.327101,8.327101,8.327101,8.4491,8.4491,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,"0.3%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",7.8321,7.8321,8.162101,8.327101,8.327101,8.327101,8.327101,8.4491,8.4491,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,"0.3%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",7.8321,7.8321,8.162101,8.327101,8.327101,8.327101,8.327101,8.4491,8.4491,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.5711,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,8.692101,"0.3%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,1.7333,"0.0%"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5,5,5.25,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5,5.25,5.5,5.75,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",5.7932,5.8278,5.8463,5.8463,5.8463,5.8463,5.8463,5.8463,5.8463,7.519482,7.687198,7.687198,7.687198,7.687198,7.687198,8.719327,12.485385,14.143662,15.322639,18.036707,18.036707,18.77095,18.77095,19.506138,20.296322,20.296322,21.512371,22.070011,24.107023,25.604925,29.469666,29.469666,29.509932,29.509932,29.509932,"5.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",5.7932,5.8278,5.8463,5.8463,5.8463,5.8463,5.8463,5.8463,6.996136,6.996136,6.996136,6.996136,6.996136,7.606903,8.453889,9.606176,13.723284,14.694873,14.694873,14.694873,18.159399,21.313837,21.313837,21.313837,21.313837,21.46896,22.700087,25.237738,29.008425,29.50462,29.52132,29.52132,30.319677,31.587599,31.951666,"5.3%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",5.7932,5.8278,5.8463,5.8463,5.9048,6.262427,19.265316,19.265316,19.265316,19.265316,19.265316,19.500401,20.241978,21.139023,22.54248,24.137192,26.733643,28.530588,29.241346,29.241346,32.682545,35.246761,36.399479,37.447979,39.048798,41.068966,41.146362,43.192242,43.192242,43.192242,43.192242,43.385315,43.543327,43.543327,43.543327,"6.3%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",5.7932,5.8278,5.8463,5.8463,5.9048,13.974526,19.072803,21.3155,21.3155,21.3155,22.46771,24.223616,25.34688,26.536579,27.151951,27.980091,27.992931,30.903028,33.952457,36.313343,37.147316,37.767838,38.062107,39.284683,40.939819,41.733784,42.440842,42.440842,42.678932,44.189903,45.937714,46.011154,46.078236,46.238182,46.238182,"6.5%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008814,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",56.352901,56.257504,56.178001,56.343002,55.361099,54.007301,52.423302,50.7313,49.520302,50.002483,50.4202,50.6702,50.9202,51.1702,51.3512,52.633327,56.640484,58.419762,59.59874,62.312805,62.312805,63.04705,63.04705,63.782238,64.572426,64.572426,65.788467,66.859413,69.147148,70.64505,74.509796,74.509796,74.855049,74.90522,75.774529,"0.9%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",56.352901,56.257504,56.178001,56.343002,55.361099,54.007301,52.433304,50.7313,50.94014,51.062138,50.862141,50.938137,51.188137,51.874901,52.45929,53.861176,58.21978,59.312374,59.312374,59.312374,62.776901,65.931335,65.931335,65.931335,65.931335,66.12812,67.581421,70.119072,73.889755,74.385956,74.402649,74.402649,76.122276,78.164886,80.051903,"1.1%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",56.352901,56.257504,56.178001,56.343002,55.300705,54.311928,65.776825,63.655815,61.217815,58.956814,56.714817,54.2509,54.992477,55.269524,56.756981,58.161293,61.248623,63.833473,65.611748,65.857246,70.571854,73.341156,74.514641,76.000732,78.269508,80.788177,81.115578,83.808838,84.058838,84.308838,84.840988,85.446236,85.805702,87.701546,89.148888,"1.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",56.352901,56.257504,56.178001,56.343002,55.300705,62.024025,65.643311,65.722,63.629997,60.898994,59.186211,55.824116,57.19738,58.637077,59.502449,60.652306,60.906647,65.397377,69.397903,72.237068,73.509705,74.062965,74.694366,75.9245,78.769997,80.86322,81.820282,82.62281,82.790901,85.648224,87.691315,88.18615,89.006134,90.709061,90.706024,"1.5%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case,62-AEO2018.20.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.20.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": $15 carbon allowance fee,62-AEO2018.20.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": $25 carbon allowance fee,62-AEO2018.20.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
