"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-11&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-11~ref_cpp-d121317a.5-62-AEO2018.3-11~co2fee15-d022318a.5-62-AEO2018.3-11~co2fee25-d022318a.5-62-AEO2018.3-11&map=&sourcekey=1"
"Fri Sep 28 2018 10:38:26 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $15 carbon allowance fee,62-AEO2018.7.co2fee15-d022318a,"GW",11.766101,13.2963,16.903301,17.482801,17.482801,17.238802,17.299778,19.63382,25.356493,29.89926,32.706936,34.432785,35.466515,39.240822,41.193298,41.752731,42.605507,43.98455,44.173485,45.878098,47.137253,48.425827,48.970825,49.830421,50.824646,51.754646,52.135536,51.716259,51.975647,52.599724,52.599724,53.003105,53.146988,53.146988,53.146988,"4.3%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",11.766101,13.2963,16.903301,17.482801,17.482801,17.482801,17.482801,18.855701,23.743542,29.384186,35.789406,40.660652,42.597069,44.054024,44.906914,45.84935,46.636223,47.762474,48.194435,48.99968,49.084297,49.737724,49.737724,49.737724,49.911072,49.911072,49.911072,50.498894,53.12553,54.328735,57.848259,62.643188,62.643188,62.643188,62.952148,"4.8%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",21.410526,21.404028,21.316027,21.316027,21.165619,21.14562,21.14562,21.14562,21.14562,21.905226,22.554831,22.537628,22.647873,22.724325,22.724325,22.724325,23.122759,23.307184,23.875349,24.473303,24.817381,24.817381,24.817381,24.817381,24.817381,24.923391,24.923391,24.923391,24.923391,24.923391,25.696867,27.629026,27.963629,28.31848,28.435019,"0.9%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",21.410526,21.404028,21.316027,21.316027,21.165619,21.14562,21.14562,21.14562,21.14562,21.14562,20.96352,20.96352,20.948521,20.948521,20.948521,20.948521,20.948521,20.948521,20.948521,20.948521,20.948521,21.518339,21.518339,21.518339,21.518339,21.518339,21.518339,22.185934,22.693947,22.89477,24.417448,25.441339,26.252359,27.046022,27.046022,"0.7%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",21.410526,21.404028,21.316027,21.316027,21.165619,21.131212,21.131212,21.220741,21.220741,21.591311,21.77359,21.929659,21.997753,22.238701,22.238701,22.270458,22.315054,22.315054,22.315054,22.315054,22.361803,22.361803,22.361803,22.361803,22.361803,22.499102,23.021158,23.684221,23.986351,25.594114,25.663794,26.96949,27.629869,28.406088,29.806807,"1.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",21.410526,21.404028,21.316027,21.316027,21.165619,21.131212,21.131212,21.1642,21.1642,21.507128,21.442129,21.442129,21.537897,21.598194,21.631124,21.631124,21.631124,21.774883,21.774883,21.932158,22.77733,23.755075,24.644514,24.834677,24.973949,24.973949,24.973949,24.973949,24.973949,24.973949,24.973949,21.780403,21.780403,21.780403,21.780403,"0.1%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",17.8339,17.8339,16.760302,15.687639,15.687639,15.687639,15.687639,14.90123,14.90123,14.90123,14.90123,14.90123,14.90123,14.90123,14.804373,14.818666,14.818666,14.7216,14.578089,14.414519,14.267002,13.946958,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.629203,13.483152,13.483152,12.777461,"-1.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",17.8339,17.8339,16.760302,15.687639,15.687639,15.687639,15.687639,14.90123,14.90123,14.90123,14.90123,14.90123,14.90123,14.90123,14.804373,14.818666,14.818666,14.7216,14.578089,14.414519,14.267002,13.946958,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.775495,13.629203,13.483152,13.483152,12.777461,"-1.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",17.8339,17.8339,16.760302,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.58567,15.594807,15.594807,15.492619,15.335307,15.163104,15.007802,14.670868,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.336344,14.182585,14.182585,13.476893,"-0.8%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",17.8339,17.8339,16.760302,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.687639,15.58567,15.594807,15.594807,15.492619,15.335307,15.163104,15.007802,14.670868,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.490356,14.336344,14.182585,14.182585,14.41738,"-0.6%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,0.238,"0.0%"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0.2309,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0.2309,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0.2309,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0.2309,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.2429,0.4929,0.7429,"3.4%"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",8.400101,8.898701,9.666301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.3453,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.36644,10.414014,10.414014,10.414014,10.414013,10.431196,10.431196,10.431196,10.431194,10.431194,10.431195,10.501272,10.527788,10.547252,10.547252,"0.5%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",8.400101,8.898701,9.666301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.345301,10.3453,10.3453,10.3453,10.424706,10.47834,10.520686,10.569431,10.569431,"0.5%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",8.400101,8.898701,9.666301,10.345301,10.345301,10.345301,17.60041,25.02169,25.550486,26.002518,26.30555,26.404596,26.478153,26.78014,26.78014,26.84174,26.928822,26.928822,26.928822,27.072121,27.143461,27.758198,28.461142,31.33577,34.994057,39.835472,41.964424,48.360527,49.289467,50.943588,56.11755,61.277351,63.128777,65.213043,67.053459,"6.3%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",8.400101,8.898701,9.666301,10.345301,10.345301,10.345301,13.897722,24.649794,25.552006,26.46088,27.331383,28.213491,28.479454,28.785465,28.966236,29.149059,29.298979,29.447039,29.92078,32.373035,36.300426,40.750626,44.227863,46.799915,49.915173,53.188866,58.790752,58.790752,58.790752,59.22823,59.798416,60.411129,61.096489,61.808392,63.189304,"6.1%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",119.160332,119.844627,119.669624,119.096458,116.816956,114.983459,114.393463,113.607056,114.069557,114.529648,115.179253,115.732155,116.409279,116.885742,117.275543,118.071205,118.550987,118.880363,119.422081,119.980301,120.575653,121.170609,121.808289,122.376808,122.982811,123.641342,124.241875,124.941963,125.71685,126.41996,127.193436,129.433762,130.37944,131.204163,132.030579,"0.3%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",119.160332,119.844627,119.669624,119.096458,116.816956,114.983459,112.543457,111.177055,111.440559,111.726349,112.086693,112.362755,112.718269,113.625237,113.795807,113.400642,113.75457,114.14492,114.515945,114.965874,115.62838,116.015053,116.594307,117.134758,117.870079,118.285606,118.837364,119.515839,120.092026,120.667572,122.481552,124.066559,124.986542,125.846367,127.243614,"0.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",119.160332,119.844627,119.669624,119.096458,116.576958,114.315544,119.49514,125.324791,126.552254,127.337616,128.016617,129.150772,129.557373,131.193604,129.971115,130.258041,131.234497,131.161362,131.192978,132.289688,132.881622,133.826004,134.893433,138.627655,143.280167,149.188889,151.225784,156.656662,158.147125,161.264084,166.507736,173.222595,174.955521,177.81601,180.351456,"1.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",119.160332,119.844627,119.669624,119.096458,116.122154,114.109848,115.183571,123.98494,124.591789,125.883919,127.090851,129.462219,129.433365,130.449631,130.914261,131.454651,131.761429,133.077316,133.825699,136.073288,140.775162,144.981598,149.16777,151.929977,155.357849,158.631546,164.233429,164.821259,167.447891,169.088577,173.178299,174.60437,174.435959,175.397873,177.57254,"1.2%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,"- -"
