"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-16&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-16~ref_cpp-d121317a.5-62-AEO2018.3-16~co2fee15-d022318a.5-62-AEO2018.3-16~co2fee25-d022318a.5-62-AEO2018.3-16&map=&sourcekey=1"
"Fri Sep 28 2018 10:40:03 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",13.983902,15.510901,17.581902,18.168301,17.868301,17.868301,17.868301,17.122301,17.318075,19.377367,21.069441,22.485477,24.100237,23.972239,23.972239,23.925863,23.925863,23.925863,23.925863,23.925863,23.925863,23.987814,23.987814,23.987814,24.297056,24.297056,24.297056,24.297056,24.297056,24.297056,24.297056,23.025057,22.948057,22.948057,23.25559,"1.2%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",13.4444,13.4254,13.722799,13.722799,13.701799,13.6994,13.695601,13.694599,13.6824,14.243118,14.234118,14.340476,14.467093,14.548965,13.708868,13.708868,14.013206,14.013206,14.013206,14.013206,14.236048,14.569584,14.569584,15.198574,15.634041,15.861202,15.861202,16.058203,16.058203,16.367569,16.872044,17.337183,17.566702,18.503824,18.503824,"1.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",13.4444,13.4254,13.722799,13.722799,13.701799,13.5334,13.5334,13.5334,13.5334,13.5334,13.5334,13.5334,13.5334,13.4282,13.2801,13.261702,13.261702,13.261702,13.261702,13.261702,13.261702,13.881942,13.881942,13.881942,14.162493,14.162493,14.162493,14.481973,15.032049,15.69255,15.69255,15.765971,16.775187,17.71139,18.095675,"0.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",13.4444,13.4254,13.722799,13.722799,13.278301,13.278301,13.278301,13.278301,13.278301,13.278301,13.389069,13.453957,13.517931,13.517931,13.517931,13.517931,13.54304,13.54304,13.52464,13.51624,13.50504,13.50504,13.50504,13.50504,13.50504,13.590371,14.687689,16.118835,16.118835,16.118835,16.989008,17.214067,17.421549,17.864697,17.864697,"0.9%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",13.4444,13.4254,13.722799,13.722799,13.278301,13.278301,13.278301,13.278301,13.278301,13.278301,13.278301,13.278301,13.341743,13.341743,13.341743,13.341743,13.341743,13.341743,13.341743,13.323342,13.314942,13.314942,13.314942,13.552387,13.729065,13.821798,13.821798,13.967073,15.636705,15.636705,15.636705,15.625505,15.580505,15.580505,15.580505,"0.5%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",15.257803,15.257803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,14.520803,14.520803,14.520803,14.520803,14.609802,14.698803,14.787804,14.787804,14.787804,14.787804,14.787804,14.787804,14.787804,14.902803,15.019802,15.134804,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",15.257803,15.257803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,14.520803,14.520803,14.520803,14.520803,14.609802,14.698803,14.787804,14.787804,14.787804,14.787804,14.787804,14.787804,14.787804,14.902803,15.019802,15.134804,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,15.270803,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",15.257803,15.257803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.350803,15.439804,15.528803,15.528803,15.528803,15.528803,15.528803,15.528803,15.528803,15.643803,15.760803,15.875803,16.011803,16.011803,16.011803,16.011803,16.011803,16.011803,16.011803,16.011803,16.011803,16.252844,17.563814,"0.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",15.257803,15.257803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.261803,15.350803,15.439804,15.528803,15.528803,15.528803,15.528803,15.528803,15.528803,15.528803,15.643803,15.760803,15.875803,16.011803,16.257288,18.175423,18.80678,19.293268,20.168707,22.12941,24.289255,26.396904,28.736841,29.278046,"2.0%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,5.719,"0.0%"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.251,0.501,0.751,0.751,0.751,0.751,0.751,0.751,0.751,"22.2%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.251,0.501,0.751,1.001,1.251,1.501,1.751,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,2.001,"25.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.251,0.501,0.751,1.001,1.251,1.501,1.751,2.001,2.251,2.501,2.751,3.001,3.251,3.501,3.751,4.001,4.251,4.282002,4.532002,4.782002,5.032002,5.282002,5.282002,5.282002,5.282002,5.282002,"29.7%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.251,0.501,0.751,1.001,1.251,1.501,1.751,2.001,2.251,2.501,2.751,3.001,3.251,3.501,3.501,3.751,3.799198,3.799198,4.049198,4.299198,4.299198,4.299198,4.549198,4.799199,4.799199,4.799199,"29.3%"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",7.149605,8.322705,9.079605,15.981779,15.981779,15.993779,15.993779,15.993779,16.095234,16.210482,16.363049,16.41428,16.464216,16.520443,16.520443,16.520443,16.520443,17.899864,19.648905,21.495247,22.287439,22.336508,22.407722,22.407722,22.424547,22.841944,22.841944,22.890194,22.890194,22.890194,22.919333,23.132296,23.251205,23.463066,23.463066,"3.2%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",7.149605,8.322704,9.079605,16.543381,16.543381,16.55538,16.55538,16.55538,16.55538,16.55538,16.55538,16.55538,16.55538,16.55538,16.55538,17.230061,18.768572,20.410769,20.843462,21.809574,23.327635,23.327635,23.327635,23.327635,23.403021,23.403021,23.403021,23.403021,23.403021,23.403021,23.403021,23.403021,23.60639,23.797304,24.609983,"3.3%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",7.149605,8.322704,9.079605,16.834614,17.673113,17.685114,17.854115,17.854115,19.699129,20.805996,22.77005,23.294434,23.56946,23.683079,23.683079,25.135513,25.15716,25.15716,26.650978,27.209637,28.434982,30.806673,32.583179,33.030125,33.87989,35.152103,35.774467,35.774467,35.774467,36.427334,40.450233,40.489475,41.10117,41.878635,42.442787,"5.1%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",7.149605,8.322704,9.079605,15.344166,16.182665,16.209515,16.378515,16.378515,19.152973,21.307653,25.618195,27.442299,28.094955,29.31942,29.31942,30.269819,31.122831,31.929005,33.619972,35.279938,35.869167,36.334396,36.334396,36.334396,36.53307,36.53307,36.810219,36.861141,36.861141,36.861141,36.861137,36.861137,37.112728,37.112724,37.154537,"4.6%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019782,0.040485,0.061477,0.083141,0.105101,0.12879,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020705,0.042115,0.064748,0.087522,0.111626,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",78.685112,81.158218,84.035912,91.146484,88.967087,87.196892,85.778091,84.368881,82.157494,82.777229,84.280327,84.916237,85.130997,85.861443,86.335167,87.171272,88.02433,89.403748,91.247246,92.845787,94.176682,95.090935,95.91703,96.757072,97.506149,98.587242,99.599777,100.983391,101.990929,102.704834,103.493706,104.946846,105.717819,108.395927,109.673271,"0.9%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",78.685112,81.158211,84.035912,91.708084,89.528687,87.72049,86.17749,84.769287,81.54229,81.75618,83.279366,83.63929,83.570175,83.71373,84.144463,85.169044,86.70755,88.349747,89.285538,90.364845,92.189499,93.174736,93.979561,94.760681,95.502617,96.66478,97.317207,98.203987,98.82386,99.608856,102.181274,103.201424,105.107422,106.330231,108.092133,"0.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",78.685112,81.158211,84.035912,91.999321,90.736923,88.787422,86.651115,84.547523,83.712158,85.403816,87.361641,88.233383,89.209259,89.799568,89.913048,91.615479,91.734901,92.367599,94.093025,94.893288,96.35743,99.094116,100.822624,101.634575,102.870331,105.187645,107.640259,109.321404,109.788971,111.455956,116.59903,117.107613,118.127541,119.589195,120.750313,"1.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",78.685112,81.158211,84.035912,90.508873,89.315475,87.301811,84.867821,82.528923,82.519157,84.412125,87.532738,89.763878,91.177734,92.613205,92.292206,93.446228,94.54924,95.605415,97.546379,99.43795,100.268776,101.160957,101.527954,101.880402,102.950996,103.33741,105.5327,106.610245,108.358368,109.23381,110.084503,110.101151,112.588402,114.928329,115.818886,"1.1%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case,62-AEO2018.20.ref2018-d121317a,"GW","- -","- -",2.071,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,2.6574,"- -"
