"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-1&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-1~ref_cpp-d121317a.5-62-AEO2018.3-1~co2fee15-d022318a.5-62-AEO2018.3-1~co2fee25-d022318a.5-62-AEO2018.3-1&map=&sourcekey=1"
"Fri Sep 28 2018 10:32:20 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",33.30191,35.096611,35.096611,36.867912,36.867912,38.287342,40.610874,44.353333,45.982471,46.024395,45.124401,45.789764,46.178108,45.70311,46.678135,48.647354,48.655128,49.974693,49.502495,50.086868,51.850765,52.967468,52.98349,53.182812,54.003174,54.709152,55.160275,55.160275,54.455276,54.732758,55.105251,55.113995,54.828995,54.921547,54.970371,"1.4%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",5.178401,6.373401,10.223347,12.77254,14.327922,14.6639,15.897567,15.897567,15.897567,16.09971,16.377104,17.459476,17.949018,18.38171,18.38171,18.38171,18.748676,19.20907,19.55957,19.912872,20.083012,20.083012,20.170788,20.186888,21.433134,21.864927,21.864927,21.864927,22.327967,23.34882,24.43961,24.84766,25.650188,26.211613,28.015589,"4.6%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",5.178401,6.373401,10.22731,12.529518,13.627371,13.627371,13.70272,13.70272,14.070151,14.281833,14.647268,16.039351,16.793709,18.072323,19.030668,19.963285,19.963285,21.32221,21.32221,21.317011,21.317011,21.602644,21.602644,21.602644,22.165209,23.244703,23.896589,24.565075,26.448492,28.075617,28.204227,28.830454,28.830454,28.968262,29.991577,"4.8%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",5.178401,6.373401,10.27531,13.280449,14.285949,14.285949,14.342382,14.437866,14.437866,14.975841,14.975841,15.097237,15.326382,15.564522,15.564522,15.564522,15.685233,16.577621,16.83721,17.565372,17.565372,18.48274,18.623369,19.847864,22.404165,22.779356,22.779356,22.779356,22.898346,24.380632,24.724047,24.724047,25.08073,28.128244,33.03825,"5.1%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",5.178401,6.373401,10.204273,13.186437,14.191936,14.191936,14.191936,14.227126,14.227126,14.250834,14.250834,14.420789,14.726468,14.726468,14.867728,15.115454,16.38526,16.883152,18.062174,18.36524,18.489813,18.669699,18.669699,18.835293,19.34236,20.767923,21.122789,24.701086,27.588846,28.228699,29.267206,31.231726,31.231726,31.79207,33.140289,"5.1%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,5.094,5.228,5.228,5.010256,4.792587,4.574955,4.152442,3.947732,3.947732,3.74461,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,"-1.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,5.094,5.228,5.228,5.010256,4.792587,4.574955,4.152442,3.947732,3.947732,3.74461,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,"-1.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,5.094,5.228,5.228,5.010256,4.792587,4.574955,4.152442,3.947732,3.947732,3.74461,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,3.541576,"-1.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",4.96,4.96,4.96,4.96,4.96,4.96,4.96,4.96,5.094,5.228,5.228,5.010256,4.792587,4.574955,4.152442,3.947732,3.947732,3.74461,3.541576,3.541576,3.858451,4.080857,4.080857,4.080857,4.080857,4.080857,5.660735,6.433997,6.433997,7.641889,8.88978,8.88978,11.02066,13.721874,14.75028,"3.4%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0.041,0.1027,0.1027,0.1027,0.1027,0.1027,0.1027,0.3527,0.6027,0.8527,1.1027,1.3527,1.6027,1.8527,2.1027,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,2.3527,"10.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0.041,0.1027,0.1027,0.1027,0.1027,0.1027,0.1027,0.1027,0.3527,0.6027,0.8527,1.1027,1.3527,1.6027,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,1.8527,"9.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0.041,0.1027,0.1027,0.1027,0.1027,0.1027,0.1027,0.1027,0.3527,0.6027,0.6027,0.6027,0.6027,0.8527,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,1.1027,"7.5%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0.041,0.1027,0.1027,0.1027,0.1027,0.1027,0.3527,0.6027,0.8527,1.1027,1.3527,1.6027,1.8527,1.8527,2.1027,2.3527,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,2.6027,"10.3%"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",16.823099,19.4109,22.925301,24.376602,24.376602,24.635031,24.635031,24.635031,24.68679,24.715326,24.749535,24.84639,24.903479,24.971359,24.971359,24.971359,24.971359,24.971359,26.005936,28.618771,28.749468,28.851465,28.945118,29.06023,29.06023,29.149689,29.149689,29.149689,29.149689,29.149689,29.149689,29.222546,29.313381,29.416975,29.416975,"1.3%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",16.823099,19.4109,22.925301,24.376602,24.376602,26.210917,26.210917,26.210917,26.263885,26.291622,26.345432,26.558834,26.672752,26.876915,26.876915,26.876915,26.876915,27.656471,27.656471,27.656471,27.656471,29.133167,29.133167,29.133167,29.235647,29.235647,29.235647,29.235647,29.689856,29.689856,29.713074,29.832764,29.832764,29.857899,29.857899,"1.3%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",16.823099,19.4109,22.925301,24.376602,24.859062,27.796806,28.832241,28.856535,29.132633,29.352333,29.352333,29.37133,29.435789,29.496868,29.496868,31.791189,37.743237,38.296268,45.124847,46.590763,46.590763,46.590763,46.700176,47.168823,47.967052,48.706154,49.844955,50.348831,50.348831,51.25293,52.262318,52.262318,52.45697,52.45697,52.45697,"3.1%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",16.823099,19.4109,22.925301,24.376602,24.376602,24.376602,25.122116,25.158611,27.837021,33.562695,40.827744,45.129799,45.557091,45.557091,46.330849,47.277367,48.030174,49.192627,49.482643,49.614777,49.926609,50.097054,50.097054,50.211739,51.587666,53.199051,54.438148,54.602226,54.602226,55.113934,55.671967,55.974396,55.974396,56.035915,56.094479,"3.3%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0.203581,0.226292,0.267917,0.319279,0.367614,0.408488,0.445377,0.486301,0.533473,0.583687,0.636706,0.68632,0.742917,0.797331,0.856939,0.919925,0.987824,1.049616,1.236546,1.435796,1.645403,1.860001,2.098724,2.349103,2.610082,2.865031,3.224977,3.563724,3.788316,3.973976,4.150098,4.397427,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0.203405,0.222227,0.261065,0.29694,0.330403,0.360375,0.381604,0.406634,0.439896,0.477997,0.52113,0.566506,0.617304,0.666155,0.718601,0.774059,0.837253,0.899908,1.101427,1.312667,1.52487,1.728009,1.941669,2.157897,2.373448,2.594548,2.844897,3.091575,3.340537,3.597864,3.865425,4.130247,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0.19854,0.19854,0.19854,0.209758,0.228042,0.247241,0.263994,0.280456,0.297297,0.313305,0.326993,0.338627,0.354102,0.374781,0.398692,0.422385,0.445471,0.467236,0.476775,0.482295,0.501886,0.532289,0.571069,0.603899,0.611397,0.620115,0.652401,0.690433,0.722008,0.742082,0.753487,0.778698,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,0.197671,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",92.790405,98.429604,100.192955,105.328339,106.077797,107.006805,108.29184,108.767342,109.940804,110.94249,111.985352,113.545135,114.369583,115.622337,117.03196,118.101028,119.192673,120.345795,122.212196,125.835808,127.772797,128.353745,129.610413,130.743179,132.22934,133.755325,135.459656,137.085114,138.701187,141.801224,145.700455,144.437531,145.974899,147.674484,151.606155,"1.3%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",92.790405,98.429604,100.196922,105.085136,105.984192,107.733337,108.635788,109.316612,110.150986,110.795631,111.489906,112.740913,112.955612,116.262802,117.785713,118.564415,119.28817,120.731682,121.890923,123.014847,124.492882,126.857201,128.344757,129.135818,130.297562,131.954254,133.075714,134.890381,136.585419,138.658905,139.687592,141.903854,143.503082,146.143005,146.553467,"1.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",92.790405,98.429604,100.244919,105.8312,105.554062,107.357605,108.730453,111.221375,112.979424,115.667854,114.680321,114.371819,115.193916,116.002556,116.737198,118.842278,125.551865,127.517441,132.603302,134.419189,133.968765,134.285675,134.541245,138.373611,141.742279,140.783981,142.413544,143.198563,146.625427,150.158615,152.177277,150.853867,151.086319,154.145233,159.08046,"1.5%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",92.790405,98.429604,100.173882,105.73632,104.96582,104.538246,104.995293,108.25444,111.400986,116.311295,122.319344,126.399979,125.196625,124.39399,125.501526,128.710281,130.990677,132.79747,133.591278,134.150848,136.66803,137.707458,136.915482,137.395081,140.098434,143.84137,146.259338,150.197968,150.558731,151.907669,154.184586,156.460281,158.306152,161.721802,164.205811,"1.6%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
