"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-4&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-4~ref_cpp-d121317a.5-62-AEO2018.3-4~co2fee15-d022318a.5-62-AEO2018.3-4~co2fee25-d022318a.5-62-AEO2018.3-4&map=&sourcekey=1"
"Fri Sep 28 2018 10:32:45 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $15 carbon allowance fee,62-AEO2018.7.co2fee15-d022318a,"GW",4.4532,5.1068,5.4668,5.6668,5.5241,5.4445,5.76166,5.984641,5.89064,6.145541,6.23033,6.23033,6.23033,6.23033,6.23033,6.23033,6.948282,7.323943,7.323943,7.323943,7.374883,7.374883,7.374883,7.374883,7.374883,7.374883,7.374883,7.374883,7.374883,7.374883,7.374883,7.451716,7.677007,7.677007,7.677007,"1.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",4.4532,5.1068,5.4668,5.6668,5.5241,5.4445,5.4445,5.4445,5.4445,5.3505,6.087224,6.087224,6.151644,6.151644,6.708207,6.97175,6.97175,7.045284,7.045284,7.045284,7.045284,7.092353,7.092353,7.092353,7.092353,7.092353,7.092353,7.092353,7.092353,7.092353,7.092353,7.386609,7.462801,7.690963,7.690963,"1.2%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",9.071999,9.178799,9.3314,9.3064,9.3064,9.140901,9.479003,10.569918,11.706223,11.978136,12.615957,12.714657,12.88868,12.943398,13.052496,13.117393,13.341232,13.354952,13.385002,13.659464,13.659464,13.989172,14.313164,14.630154,14.938881,15.169719,15.524524,15.799397,16.289156,16.506742,17.033949,17.367861,17.705667,18.076307,18.388979,"2.1%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",9.071999,9.178799,9.3314,9.3064,9.3064,9.140901,9.169456,10.573757,11.618917,11.635734,12.077803,12.214627,12.372265,12.57913,12.680576,12.725565,12.725565,12.725565,12.911583,13.133345,13.133345,13.565277,13.735064,14.12289,14.269295,14.712648,15.01302,15.387489,15.773458,16.336395,16.572147,16.795965,17.141928,17.409519,17.833023,"2.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",9.071999,9.178799,9.3314,9.3064,8.985,8.982699,9.653505,10.50455,12.069951,12.971054,13.1029,13.317984,13.531544,13.541969,13.865364,13.999506,14.031548,14.031548,14.031548,14.097935,14.483556,14.990215,15.109897,15.503968,16.067257,16.296741,16.481897,16.661627,17.19142,17.853586,18.067965,18.620295,19.481018,20.281235,21.369888,"2.6%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",9.071999,9.178799,9.3314,9.3064,8.9749,8.9726,9.195109,9.302019,10.795509,10.78765,11.92292,12.109186,12.647559,12.937754,13.548007,13.991194,14.095566,14.65205,15.104498,15.317274,15.42312,15.775756,16.691313,18.171522,18.353922,18.790773,19.069742,19.574324,19.907907,20.046083,20.339926,20.930048,21.089685,21.647669,22.465036,"2.7%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,1.657,1.657,1.04,1.04,1.04,1.04,1.04,0.935168,0.830429,0.830429,0.799869,0.738839,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,"-4.3%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,1.657,1.04,1.04,1.04,1.04,1.04,1.04,0.935168,0.830429,0.830429,0.799869,0.738839,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,0.708399,"-4.3%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,2.4285,2.4285,2.4285,2.4285,2.4285,2.4285,2.4285,2.183707,1.939132,1.939132,1.867772,1.725261,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,1.65418,"-1.8%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,3.0299,2.724486,2.419344,2.419344,2.330312,2.152509,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,2.063826,"-1.2%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,"27.1%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.251,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,"27.5%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2,2,2.25,2.5,2.75,3,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,"27.8%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.251,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4,4,4,4,4,4,4,4,4,4,4,4,"28.6%"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",19.294807,20.554405,21.079506,23.410406,26.956629,29.894516,30.343742,30.343742,30.327742,30.347309,30.34531,30.34531,30.34531,30.34531,30.34531,30.34531,30.36002,30.36002,30.36002,30.393898,30.393898,30.393898,30.393898,30.393898,30.393898,30.448673,30.448673,30.551554,30.551554,31.987675,31.987675,32.049797,32.146545,32.650753,34.158337,"1.6%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",19.294807,20.554405,21.079506,23.410406,26.939125,29.856085,32.30299,32.30299,32.40221,32.399708,32.466408,32.497021,32.536396,32.600822,32.659523,32.659523,32.659523,32.659523,32.803692,32.978115,32.978115,32.978115,33.125717,33.211716,33.340584,33.340584,33.340584,33.340584,33.340584,34.082272,35.174816,36.82402,38.817898,41.06477,42.327404,"2.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",19.294807,20.554405,21.079506,23.410406,26.799854,29.67448,32.156712,37.171837,37.155834,37.916302,38.044193,38.076511,38.102085,38.120083,38.120083,38.170444,39.775536,41.671532,43.834385,46.306351,46.306351,46.306351,46.306351,47.096737,48.128178,48.462673,48.673733,48.953892,49.309837,49.647099,50.0033,50.494106,50.899014,51.210255,51.597607,"2.8%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",19.294807,20.554405,21.079506,24.582664,27.903456,30.521038,32.909889,37.455536,38.17178,41.483421,44.65826,44.65826,44.801662,44.879299,46.869762,47.889874,48.051289,48.081955,48.151867,48.354473,48.598057,48.853367,49.086384,49.309528,49.487232,49.727833,50.067787,50.254566,50.426334,50.7187,51.177937,51.741539,51.979214,52.419296,52.553219,"2.9%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0.005119,0.010552,0.015574,0.020701,0.026248,0.031809,0.037191,0.048307,0.061407,0.073873,0.087597,0.102501,0.1191,0.136709,0.154846,0.173673,0.192502,0.211232,0.231157,0.250844,0.272625,0.295228,0.317111,0.33854,0.359506,0.380484,0.40256,0.481041,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0.003527,0.007614,0.010896,0.014609,0.019012,0.023565,0.027807,0.036534,0.047417,0.058258,0.069972,0.082229,0.096233,0.111052,0.126149,0.141639,0.156452,0.171759,0.188222,0.204708,0.223595,0.243483,0.262764,0.28265,0.303057,0.324424,0.346907,0.425868,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",55.35331,57.064804,57.855507,60.226707,63.647232,65.951118,66.270653,65.28978,66.132919,65.98632,66.197273,66.532715,66.808296,67.089806,67.301193,67.524445,68.025459,68.272346,68.506264,68.800774,68.642372,68.990219,69.333038,69.668861,69.996315,70.301849,70.676353,71.075874,71.588242,73.263832,73.789467,74.206467,74.657097,75.554024,77.452759,"0.9%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",55.35331,57.064804,57.855507,60.226707,63.62973,65.912689,68.058449,67.511978,67.460243,67.686844,67.769325,68.062561,68.391533,68.573364,68.787407,68.988533,69.249374,69.48053,69.917946,70.297691,70.312515,70.522545,70.855431,71.344055,71.634644,72.071465,72.388313,72.78167,73.187531,74.511436,75.859619,77.753044,79.994354,82.531303,84.035393,"1.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",55.35331,57.064804,57.855507,60.226707,62.641357,64.145981,66.086876,70.892632,72.152023,72.547096,72.362526,72.859924,72.687759,72.966187,73.11409,73.304016,75.659103,77.291092,79.56144,82.278709,82.73777,82.831032,83.200714,84.153168,84.871902,84.924881,85.321091,85.780983,86.303223,86.828651,87.399231,87.819199,89.305222,89.906677,91.293411,"1.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",55.35331,57.064804,57.855507,61.398968,63.734856,64.523445,66.212196,70.432762,70.060692,71.724869,75.079208,74.379471,74.66967,75.287498,77.689362,79.361069,79.876854,80.698502,80.628059,81.204758,81.804192,82.709206,83.238174,84.843018,85.154564,85.167816,85.142738,85.834099,85.782822,86.213364,86.236443,86.852966,87.321571,87.855972,88.807266,"1.3%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case,62-AEO2018.20.ref2018-d121317a,"GW","- -","- -",0.36,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.20.ref_cpp-d121317a,"GW","- -","- -",0.36,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,"- -"
