"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-2&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-2~ref_cpp-d121317a.5-62-AEO2018.3-2~co2fee15-d022318a.5-62-AEO2018.3-2~co2fee25-d022318a.5-62-AEO2018.3-2&map=&sourcekey=1"
"Fri Sep 28 2018 10:32:31 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",26.2283,26.2283,27.8685,29.5916,28.988602,28.988602,28.544601,28.544601,28.475601,28.475601,28.475601,28.4366,28.483604,29.332047,29.332047,29.364452,29.867636,31.155899,32.163731,32.912586,32.912586,32.284988,32.284988,32.284988,31.852587,31.852587,32.811047,32.811047,31.873447,33.594315,33.645226,33.805756,34.152149,34.385757,32.47406,"0.6%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",11.826101,10.025501,10.044101,10.118101,9.913101,9.393401,9.393401,9.361401,9.346401,9.175401,9.175401,9.175401,9.175401,9.175401,9.175401,9.175401,9.175401,9.175401,9.083401,9.083401,9.083401,9.083401,9.079101,9.079101,9.079101,9.241055,9.241055,9.241055,9.241055,9.241055,9.241055,9.241055,9.997734,10.324246,10.324246,"0.1%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",11.826101,10.025501,10.044101,10.118101,9.913101,9.393401,9.393401,9.361401,9.346401,9.022401,8.8514,8.8514,8.8514,8.8514,8.8514,8.8514,8.8514,8.8514,8.7594,8.7594,8.7594,8.7594,8.7551,8.7551,8.933085,8.933085,8.933085,9.433932,9.891361,9.891361,10.218858,11.577212,12.01004,12.151122,14.914334,"1.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",11.826101,10.025501,10.044101,10.118101,9.913101,9.866101,9.866101,9.834101,9.409401,9.409401,9.409401,9.409401,9.409401,9.409401,9.409401,9.409401,9.409401,9.409401,9.3394,9.3394,9.490911,9.490911,9.48661,9.48661,9.48661,9.48661,9.48661,9.48661,10.051677,10.051677,11.787049,11.787049,11.782048,13.354314,14.746394,"1.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",11.826101,10.025501,10.044101,10.118101,9.913101,9.866101,9.866101,9.834101,9.764501,9.764501,9.764501,9.764501,9.764501,9.764501,9.764501,9.764501,9.764501,9.822999,9.730999,9.759887,9.759887,9.759887,9.755588,9.755588,9.895928,9.895928,9.895928,9.895928,9.895928,9.895928,10.289553,10.87909,11.312287,11.6082,12.828212,"0.7%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.826607,3.826607,4.078698,4.078698,4.078698,4.078698,6.078698,8.378698,11.023699,12.822518,14.732603,14.732603,16.18803,"4.7%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.566,3.946583,4.290952,4.290952,4.290952,5.962952,7.995952,10.362951,11.599511,11.599511,12.753457,13.609477,13.609477,15.386183,15.386183,15.386183,15.386183,15.386183,"4.5%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1,1.25,1.25,1.25,1.5,1.5,1.75,2,2.25,2.25,2.25,2.5,2.75,3,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0.092048,0.342048,0.342048,0.342048,0.342048,0.592048,0.842048,1.092048,1.092048,1.092048,1.092048,1.092048,1.092048,1.092048,1.342048,1.342048,1.342048,1.342048,1.342048,1.342048,1.592048,1.842048,2.092048,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",1.1798,1.6245,1.848,1.8496,1.8496,3.280303,3.280303,3.280303,3.280303,3.280421,3.280421,3.342127,3.753443,4.238093,5.936385,7.683222,8.591268,9.942876,10.980372,11.897615,13.050414,13.97493,15.854302,18.542301,19.601326,20.618958,20.618958,20.618958,20.618958,20.618958,20.618958,24.893633,24.974283,24.974283,24.974283,"8.6%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",1.1798,1.6245,1.848,1.8496,1.8496,5.261238,5.261238,5.261238,5.261238,5.261238,5.261238,5.261238,5.261238,5.261238,5.261238,6.771221,7.648582,9.506639,10.158491,10.422562,12.109833,15.091795,16.062057,17.105341,17.141142,17.141142,17.141142,18.077938,19.204163,19.204163,19.273798,19.55216,19.641521,19.756931,19.756931,"7.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",1.1798,1.6245,1.848,1.8496,10.167072,14.958534,15.158456,15.158456,15.158457,15.158457,15.158456,17.381893,18.918985,19.799906,20.974834,21.864721,22.442842,22.887527,23.000669,23.236216,23.358133,23.492771,23.594791,23.594791,23.648746,23.648746,23.648746,23.648746,23.648748,23.648746,23.648748,23.648746,23.648746,23.648746,23.648746,"8.5%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",1.1798,1.6245,1.848,1.8496,6.376562,8.341804,16.717768,16.717768,16.730566,16.882544,17.872438,19.928316,20.563789,20.828705,21.171297,21.341408,21.569645,21.650978,21.812365,21.889378,21.88938,21.88938,22.018888,22.018888,22.026777,22.026777,22.026777,22.026777,22.026779,22.026777,22.035332,22.086287,22.123478,22.143482,22.143482,"8.2%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013146,0.013146,0.028338,0.044262,0.060875,0.077188,0.094078,0.13883,0.18544,0.232773,0.283626,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014166,0.029596,0.045599,0.062329,0.078655,0.123332,0.16958,0.218812,0.268241,0.320301,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",57.803604,56.528706,56.317001,57.591705,56.783707,56.998711,55.721909,54.751907,54.096703,54.175823,54.425823,54.73753,55.398842,56.133495,58.081787,61.029453,62.187496,63.496098,64.691605,65.858841,67.261642,68.436157,70.561226,73.249222,74.658539,76.111099,77.004494,78.08744,79.335693,80.164963,81.208672,85.528099,87.404678,88.191574,88.242424,"1.4%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",57.803604,56.528706,56.317001,57.591705,56.783707,59.00164,57.721642,57.207642,56.323242,55.621643,55.64164,55.89164,56.14164,56.39164,55.628639,57.156628,58.283989,60.392044,61.201897,61.715965,63.653236,66.885201,68.421051,69.816032,71.112503,71.910797,72.699585,74.202797,75.880058,77.217819,77.659622,80.036812,81.537827,82.083977,84.965851,"1.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",57.803604,56.528706,56.317001,57.591705,64.759171,68.532639,67.302956,65.545959,63.209854,62.674858,61.911858,62.733295,64.520386,65.401306,66.613724,67.271606,67.849724,69.292183,69.657967,70.817856,72.549988,74.73024,76.577118,76.085617,76.982559,76.227554,76.227554,76.477554,79.292625,81.842621,85.790596,85.965408,86.723892,88.044159,91.141678,"1.5%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",57.803604,56.528706,56.317001,57.591705,60.968666,62.141907,69.121864,67.631866,65.904068,63.827644,63.092537,62.716415,63.490944,64.854301,65.196892,65.167412,65.898827,67.576927,69.284729,70.733849,70.733856,70.106255,71.903465,73.93647,76.019295,77.255852,78.46431,79.618256,79.536682,81.257545,83.028343,83.829369,84.896141,85.695671,85.25399,"1.3%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case,62-AEO2018.20.ref2018-d121317a,"GW","- -","- -",1.6402,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.20.ref_cpp-d121317a,"GW","- -","- -",1.6402,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": $15 carbon allowance fee,62-AEO2018.20.co2fee15-d022318a,"GW","- -","- -",1.6402,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,3.3633,"- -"
