"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-3&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-3~ref_cpp-d121317a.5-62-AEO2018.3-3~co2fee15-d022318a.5-62-AEO2018.3-3~co2fee25-d022318a.5-62-AEO2018.3-3&map=&sourcekey=1"
"Fri Sep 28 2018 10:32:40 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $15 carbon allowance fee,62-AEO2018.7.co2fee15-d022318a,"GW",0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.913452,1.068174,1.090414,1.164155,1.171994,1.151397,1.260608,1.456357,1.485445,1.505702,1.681797,1.699613,1.719913,1.73806,1.78198,1.839154,1.933133,1.933133,2.351979,2.351979,2.351979,2.351979,2.45329,2.45329,2.45329,"3.9%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.6908,0.699656,0.907371,1.383517,1.387131,1.570552,1.59708,1.636882,2.072411,2.072411,2.072411,2.576965,2.83235,2.83235,2.83235,2.83235,2.83235,2.83235,2.83235,2.83235,2.83235,3.25092,3.25092,3.25092,3.25092,3.25092,3.25092,"4.8%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",2.0713,2.1088,2.0764,2.674207,2.590207,2.335907,2.169107,2.169107,2.169107,2.169107,2.169107,2.169107,2.174778,2.187556,2.187556,2.187556,2.199279,2.220007,2.227139,2.227139,2.287528,2.287528,2.287528,2.287528,2.291668,2.291668,2.291668,2.291668,2.291668,2.315696,2.339958,2.379476,2.407212,2.448442,2.458805,"0.5%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",2.0713,2.1088,2.0764,2.691295,2.607295,2.352995,2.186195,2.186195,2.186195,2.186195,2.186195,2.186195,2.186195,2.186195,2.186195,2.309624,2.309624,2.309624,2.309624,2.309624,2.424131,2.450721,2.49034,2.521493,2.521493,2.541008,2.541008,2.541008,2.564216,2.579692,2.599356,2.624258,2.696431,2.776351,2.874239,"0.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",2.0713,2.1088,2.0764,2.2174,2.1334,1.8791,1.7123,1.7123,1.6923,1.6749,1.6749,1.697825,1.697825,1.697825,1.697825,1.73665,1.778854,1.778854,1.778854,1.778854,1.864312,1.864312,1.864312,1.864312,1.864312,1.864312,1.864312,1.864312,2.450206,2.450206,2.450206,2.536409,2.720882,2.924307,2.979377,"1.1%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",2.0713,2.1088,2.0764,2.2174,2.1334,1.8791,1.7123,1.7123,1.7123,1.7123,1.7123,1.7123,1.7123,1.788264,1.728864,1.728864,1.728864,1.728864,1.728864,1.728864,1.729525,1.761241,1.778844,2.06418,2.06418,2.06418,2.06418,2.219816,2.219816,2.392032,2.514777,2.514777,2.514777,2.514777,2.514777,"0.5%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0,0,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0,0,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0,0,0.25,0.5,0.75,1,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0,0,0.25,0.5,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"- -"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",0.4788,0.4798,0.4798,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.480464,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,0.501969,"0.1%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",0.4788,0.4798,0.4798,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.480481,0.500167,0.500167,0.500167,0.500167,0.500167,0.500167,0.532601,0.605719,0.605719,0.605719,0.605719,0.605719,0.605719,0.605719,0.605719,"0.7%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",0.4788,0.4798,0.4798,0.480614,0.480614,0.480614,0.480614,0.480614,0.480614,0.480614,0.497415,0.497415,0.497415,0.497415,0.497415,0.497415,0.497415,0.497415,0.497415,0.497415,0.513427,0.513427,0.521027,0.521027,0.521027,0.521027,0.525887,0.536307,1.07683,1.324257,1.658279,2.320215,3.43536,3.714287,3.715376,"6.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",0.4788,0.4798,0.4798,0.480716,0.480716,0.480716,0.480716,0.480716,0.480716,0.480716,0.493108,0.577418,0.577418,0.602431,0.610031,0.647174,0.717587,0.717587,0.717587,0.722447,0.722447,0.722447,0.722447,1.150061,1.257702,1.257702,1.355945,3.022888,3.022888,3.206183,3.340585,3.461694,3.477093,3.620555,3.776462,"6.5%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0.014068,0.014068,0.014068,0.01435,0.016047,0.017842,0.019369,0.021067,0.023,0.024864,0.026723,0.028025,0.029784,0.031525,0.033443,0.035413,0.037465,0.039494,0.041579,0.048507,0.054989,0.060681,0.067354,0.074105,0.08191,0.089842,0.09764,0.105511,0.113504,0.121245,0.129582,0.139309,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0.013957,0.013957,0.013957,0.013957,0.014809,0.016027,0.016676,0.017679,0.01889,0.020038,0.021086,0.021756,0.022941,0.024386,0.026005,0.027434,0.032548,0.037839,0.04358,0.049807,0.055286,0.061004,0.067407,0.073702,0.08067,0.087982,0.094166,0.101007,0.108946,0.117391,0.126019,0.135521,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,0.005421,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",6.468101,6.506601,6.724201,7.29234,7.45834,7.45404,7.256422,7.035018,6.959414,6.96094,6.962638,6.964571,6.972106,7.069918,7.100709,7.130306,7.143771,7.173133,7.203073,7.234118,7.525207,7.558157,7.584512,7.619602,7.64332,7.672662,7.701982,7.736387,7.770185,7.802011,7.834144,7.881656,7.917132,7.966699,7.986789,"0.6%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",6.468101,6.506601,6.724201,7.309333,7.475333,7.471033,7.273133,7.050886,6.841503,6.842152,6.843155,6.844367,6.845514,6.922234,6.926686,6.940319,6.95831,6.979244,6.992244,7.015553,7.297316,7.329646,7.375494,7.412125,7.417843,7.44376,7.482489,7.562575,7.593094,7.614755,7.64126,7.6741,7.754719,7.843268,7.950657,"0.6%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",6.468101,6.506601,6.724201,6.827035,6.993035,6.988735,7.060335,6.919335,6.720335,6.569735,6.809188,6.582534,6.604774,6.678516,6.686355,6.704584,6.855998,6.717747,6.746834,6.767091,7.044657,7.062473,7.090373,7.10852,7.15244,7.209613,7.308453,7.318873,7.726435,7.973863,7.774285,8.522424,9.923353,10.405705,10.461864,"1.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",6.468101,6.506601,6.724201,6.821717,6.987717,6.983417,6.805017,6.664017,6.485016,6.360672,6.580779,6.402935,6.406549,6.690948,6.665676,6.74262,6.682162,6.682162,6.682162,6.620276,6.876321,6.908038,6.925641,7.104991,7.212632,7.212632,7.310874,9.133453,9.133453,9.907536,10.164682,10.28579,10.301189,10.444652,10.600559,"1.5%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case,62-AEO2018.20.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": Reference case with Clean Power Plan,62-AEO2018.20.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": $15 carbon allowance fee,62-AEO2018.20.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle": $25 carbon allowance fee,62-AEO2018.20.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combustion Turbine/Diesel",62-AEO2018.21.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
