"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-9&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-9~ref_cpp-d121317a.5-62-AEO2018.3-9~co2fee15-d022318a.5-62-AEO2018.3-9~co2fee25-d022318a.5-62-AEO2018.3-9&map=&sourcekey=1"
"Fri Sep 28 2018 10:33:46 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $15 carbon allowance fee,62-AEO2018.7.co2fee15-d022318a,"GW",17.799801,19.6394,25.070702,25.8867,25.387302,24.9729,24.778103,24.778103,24.778103,24.778103,24.82526,24.923874,25.149458,26.353535,28.145834,28.211124,28.211124,28.824095,29.096123,29.096123,29.420033,29.420033,29.632378,28.923132,29.192909,29.240917,29.030916,29.157938,29.179081,29.552008,29.746176,30.2791,30.64789,30.992229,31.494368,"1.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",17.799801,19.6394,25.070702,25.8867,25.679302,25.287102,24.993103,24.9729,24.9729,24.778103,26.436382,27.838108,28.422514,28.952959,29.342649,29.470558,29.909283,29.909283,28.214882,28.471203,28.471203,28.538128,28.538128,28.538128,28.998356,29.872263,30.641699,30.83984,30.83984,32.149586,32.595985,32.936047,32.837849,32.906834,33.074059,"1.6%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",7.793008,7.841609,7.974808,8.161808,8.152808,7.839209,7.835409,7.835409,7.827409,7.827409,7.914177,7.914177,8.037547,8.807464,8.807464,8.807464,9.037273,9.435513,9.884098,10.22807,10.652559,11.807615,12.70705,13.224512,13.604981,13.843518,14.886235,15.344691,15.40038,15.493062,15.699883,15.807426,15.915544,15.998321,15.948421,"2.2%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",7.793008,7.841609,7.974808,8.161808,8.152808,7.839209,7.835409,7.835409,7.827409,7.827409,7.827409,7.827409,7.827409,7.827409,8.137712,9.02043,11.301744,12.219895,12.90052,12.90052,14.471793,14.810648,14.810648,14.810648,14.810648,14.810648,14.810648,14.810648,14.810648,14.822202,14.822202,15.676002,15.676002,15.676002,15.676002,"2.1%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",7.793008,7.841609,7.974808,8.161808,8.152808,7.839209,7.835409,7.827409,7.827409,7.827409,7.996961,7.996961,8.517561,8.589898,8.6991,8.6991,8.6991,9.813039,10.296059,11.574492,12.401101,12.813921,12.813921,12.813921,12.813921,12.987169,13.860028,15.581482,15.831433,16.454275,18.844702,19.484106,20.061449,20.048849,20.048849,"2.9%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",7.793008,7.841609,7.974808,8.161808,8.156408,7.835409,7.827409,7.809409,7.809409,7.809409,7.809409,7.809409,7.992043,8.14304,8.596982,9.690501,10.249654,10.237054,10.237054,10.793027,10.844218,11.082192,11.082192,11.516911,12.301755,12.301755,12.301755,12.269855,12.269855,12.187455,12.187455,12.105856,12.105856,12.105856,12.105856,"1.3%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",13.804701,13.804701,13.822701,13.019901,12.412201,12.412201,12.526201,12.526201,12.333812,12.14196,12.14196,12.25596,12.25596,12.063513,11.871778,11.871778,11.871778,11.758189,11.355707,11.163754,11.163754,11.163754,11.284754,11.284754,11.284754,11.284754,11.069042,10.853375,10.637921,10.421831,10.221297,10.020883,10.020883,10.020883,10.020883,"-1.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",13.804701,13.804701,13.822701,13.019901,12.412201,12.412201,12.526201,12.526201,12.333812,12.14196,12.14196,12.25596,12.25596,12.063513,11.871778,11.871778,11.871778,11.758189,11.355707,11.163754,11.163754,11.163754,11.284754,11.284754,11.284754,11.284754,11.069042,10.853375,10.637921,10.421831,10.221297,10.020883,10.020883,10.020883,10.020883,"-1.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",13.804701,13.804701,13.822701,13.019901,12.412201,12.412201,12.526201,12.526201,12.333812,12.14196,12.14196,12.25596,12.25596,12.063513,11.871778,11.871778,11.871778,11.758189,11.355707,11.163754,11.163754,11.163754,11.284754,11.284754,11.284754,11.284754,11.069042,10.853375,10.637921,10.421831,10.221297,10.020883,10.020883,10.020883,10.020883,"-1.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",13.804701,13.804701,13.822701,13.019901,12.412201,12.412201,12.526201,12.526201,12.333812,12.14196,12.14196,12.25596,12.25596,12.063513,11.871778,11.871778,11.871778,11.758189,11.355707,11.163754,11.163754,11.163754,11.284754,11.284754,11.284754,11.284754,11.069042,10.853375,10.637921,10.421831,10.221297,10.020883,10.020883,10.020883,10.020883,"-1.0%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,2.003,"0.0%"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0.0304,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0.0304,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0.0304,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.2884,0.5384,0.7884,1.0384,1.2884,1.2884,1.2884,1.2884,"11.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0.0304,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.0384,0.2884,0.5384,0.7884,1.0384,1.2884,1.5384,1.7884,2.0384,2.2884,2.5384,2.7884,3.0384,3.2884,3.5384,3.7884,4.0384,4.2884,"15.4%"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0.03,0.03,0.03,0.03,0.030081,0.030162,0.030243,0.030324,0.030405,0.030486,0.030567,0.030648,0.030729,0.03081,0.030891,0.030972,0.031054,0.03111,0.031136,0.031147,0.031153,0.031159,0.03116,0.031161,0.031162,0.031163,0.031164,0.031165,0.031166,0.031166,0.031166,0.034092,0.034092,0.034092,0.034092,"0.4%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0.03,0.03,0.03,0.03,0.030081,0.030162,0.030243,0.030324,0.030405,0.030486,0.030567,0.030648,0.030729,0.03081,0.030891,0.030972,0.031054,0.03111,0.031136,0.031147,0.031153,0.031159,0.03116,0.031161,0.031162,0.031163,0.031164,0.031165,0.031166,0.031166,0.031166,0.031166,0.031166,0.031166,0.031166,"0.1%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0.03,0.03,0.03,0.03,0.030081,0.030162,0.030243,0.030324,0.030405,0.030486,0.030567,0.030648,0.030729,0.03081,0.030891,0.030972,0.031054,0.03111,0.031136,0.031147,0.031153,0.031159,0.03116,0.031161,0.031162,0.031163,0.031164,0.031165,0.031166,0.034423,0.034423,0.034423,0.034423,0.034423,0.034423,"0.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0.03,0.03,0.03,0.03,0.030081,0.030162,0.030243,0.030324,0.030405,0.030486,0.030567,0.030648,0.030729,0.03081,0.030891,0.030972,0.031054,0.03111,0.031136,0.031147,0.031153,0.031159,0.03116,0.031161,0.031162,0.031163,0.031164,0.031165,0.031165,0.031165,0.031165,0.031165,0.031165,0.031165,0.085829,"3.2%"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",4.256101,4.3591,4.547101,4.5838,4.5838,4.5838,4.5838,4.5787,4.578701,4.578701,4.578701,4.578701,4.578701,4.597145,4.597145,5.032754,5.032754,5.032754,5.032754,5.032754,5.047974,5.047974,5.047974,5.047974,5.047974,5.047974,5.047974,5.080385,5.080386,5.080386,5.080386,5.115123,5.155266,5.19305,5.193052,"0.5%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",4.256101,4.3591,4.547101,4.5838,4.5838,4.5838,4.5838,4.578701,4.578701,4.578701,4.578701,4.578701,4.578701,4.5787,4.578701,4.578701,4.578701,4.578701,4.644049,4.644049,5.542584,5.542584,5.542584,5.542584,5.542584,5.542584,5.542584,5.542584,5.542584,5.542584,5.611413,5.686372,5.686372,5.686372,5.686372,"0.8%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",4.256101,4.3591,4.5471,4.620808,4.620808,4.620808,5.569327,6.040319,8.077319,9.638219,9.638219,9.638219,9.702866,9.797941,9.797941,9.797941,15.981882,15.981882,16.008074,16.008074,16.054518,16.054518,16.054518,16.054518,16.054518,16.801695,19.982086,19.98815,19.990841,20.13213,20.147459,20.399757,20.53977,20.539772,20.539772,"4.8%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",4.256101,4.3591,4.5471,4.777581,4.777581,4.777581,5.299784,6.652561,8.787228,9.735868,10.013635,10.373202,10.498944,10.631197,10.792487,10.82112,10.958479,18.516102,18.521292,18.529367,18.529367,19.26054,21.469307,21.469307,21.886465,21.886465,21.886465,21.886465,21.886465,21.886465,21.886465,21.886465,21.888386,21.889156,21.90486,"5.0%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0.095656,0.097255,0.100638,0.107189,0.112211,0.115931,0.12208,0.133725,0.148804,0.165499,0.18352,0.201785,0.225178,0.250607,0.277323,0.305231,0.333061,0.361184,0.390195,0.419403,0.44833,0.527292,0.61438,0.71316,0.822214,0.935416,1.04368,1.159281,1.275966,1.391768,1.511823,1.642019,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0.095463,0.096002,0.096002,0.098077,0.098491,0.100064,0.100356,0.102846,0.111284,0.119642,0.128266,0.140571,0.159498,0.182361,0.204637,0.228416,0.251956,0.276234,0.30313,0.329795,0.35725,0.38461,0.41505,0.524461,0.560301,0.594653,0.688854,0.796206,0.916021,1.047161,1.18149,1.321101,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0.096098,0.096098,0.096098,0.096098,0.096098,0.096098,0.096098,0.100124,0.100124,0.106158,0.112088,0.117835,0.124204,0.124204,0.130316,0.137446,0.144902,0.1534,0.16315,0.172566,0.181856,0.189706,0.198095,0.207489,0.217538,0.227585,0.23641,0.246287,0.256597,0.268586,0.281984,0.295592,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",65.955513,66.723213,72.048912,72.431969,70.556549,68.605606,68.625435,68.245445,67.895851,67.710228,67.808731,67.811882,67.952034,68.420631,69.148224,68.860352,69.199928,69.696983,70.057961,70.430397,70.610924,71.501007,71.895439,72.296822,72.756256,73.171883,74.097664,74.585205,75.075943,76.106705,77.394684,77.738678,78.541145,78.93528,79.139999,"0.5%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",65.955513,66.723213,72.048912,72.431778,70.555298,68.444069,67.774429,67.490822,67.292091,67.100609,66.772179,66.883698,66.892143,66.708405,66.839355,66.241081,69.506889,69.676796,70.04409,68.602684,71.220146,71.667648,71.973824,72.311302,72.6371,73.28981,74.74987,74.360054,72.144547,72.03421,72.457062,75.443909,76.23024,76.364571,76.504181,"0.4%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",65.955513,66.723213,72.048912,72.469421,70.508911,68.356979,68.427979,68.396049,67.766747,69.032677,69.253487,69.466179,70.283127,69.983185,70.327774,70.399521,74.330536,75.950027,76.335938,76.687889,77.893349,78.315926,78.658691,77.958733,78.236359,79.213188,82.850121,83.997047,84.210533,84.610138,86.0224,85.234962,86.191399,86.536537,87.052284,"0.8%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",65.955513,66.723213,72.048912,72.53009,70.568672,69.058052,68.269333,68.782997,68.893356,67.652229,68.855354,69.457726,70.350586,69.854919,70.059181,71.309326,71.702637,77.97213,76.13047,77.008896,77.310089,78.596169,81.175934,81.860664,82.034546,82.638931,83.24852,83.449097,83.483643,84.744904,83.540764,83.848816,84.002541,84.322289,84.809875,"0.7%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
