"Electric Power Projections by Electricity Market Module Region"
"https://www.eia.gov/outlooks/aeo/data/browser/#/?id=62-AEO2018&region=3-19&cases=ref2018~ref_cpp~co2fee15~co2fee25&start=2016&end=2050&f=A&linechart=ref2018-d121317a.5-62-AEO2018.3-19~ref_cpp-d121317a.5-62-AEO2018.3-19~co2fee15-d022318a.5-62-AEO2018.3-19~co2fee25-d022318a.5-62-AEO2018.3-19&map=&sourcekey=1"
"Fri Sep 28 2018 10:41:18 GMT-0400 (Eastern Daylight Time)"
"Source: U.S. Energy Information Administration"
"",full name,api key,"units","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","Growth (2017-2050)"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combined Cycle": $25 carbon allowance fee,62-AEO2018.7.co2fee25-d022318a,"GW",16.879219,16.879219,16.879219,17.737219,17.64822,17.577219,17.577219,17.569124,17.569124,17.569124,17.65888,18.140888,18.140888,18.259089,18.347944,18.491251,18.706795,19.010626,19.108606,19.578556,20.019632,20.458193,20.600313,20.756742,20.799774,20.799774,20.799774,20.799774,20.799774,20.012835,20.089903,20.089903,20.089903,20.089903,20.089903,"0.5%"
Combustion Turbine/Diesel,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel",62-AEO2018.8.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case,62-AEO2018.8.ref2018-d121317a,"GW",4.831,4.831,5.145101,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.069325,6.069325,6.069325,6.069325,6.069325,5.879325,5.879325,5.879325,5.879325,5.879325,5.879325,5.879325,5.879325,5.879325,5.879325,5.879325,5.879325,6.485206,6.760649,7.044145,7.244103,7.374682,7.540276,7.540276,"1.4%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": Reference case with Clean Power Plan,62-AEO2018.8.ref_cpp-d121317a,"GW",4.831,4.831,5.145101,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,5.886512,5.886512,5.886512,5.886512,5.886512,7.010175,7.070053,7.496697,7.873472,7.873472,8.327459,8.910196,8.910196,"1.9%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $15 carbon allowance fee,62-AEO2018.8.co2fee15-d022318a,"GW",4.831,4.831,5.145101,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,5.8287,5.8287,5.8287,5.8287,5.855754,5.855754,5.855754,5.855754,5.90548,5.90548,5.90548,5.90548,5.982335,6.1883,6.1713,6.1713,7.179494,8.09638,8.837979,8.837979,8.994412,8.994412,9.798706,"2.2%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Combustion Turbine/Diesel": $25 carbon allowance fee,62-AEO2018.8.co2fee25-d022318a,"GW",4.831,4.831,5.145101,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,6.018701,5.8287,5.8287,5.8287,5.8287,5.8287,5.8287,5.905047,5.905047,6.099454,6.099454,6.244775,6.244775,6.244775,6.341046,6.773847,6.836137,6.836137,8.320241,8.56978,9.335008,9.826723,10.298045,11.186747,12.274485,"2.9%"
Nuclear Power,"Electricity: Electric Power Sector: Capacity: Nuclear",62-AEO2018.9.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case,62-AEO2018.9.ref2018-d121317a,"GW",3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,4.027,4.117,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,"0.2%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Nuclear": Reference case with Clean Power Plan,62-AEO2018.9.ref_cpp-d121317a,"GW",3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,4.027,4.117,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,"0.2%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $15 carbon allowance fee,62-AEO2018.9.co2fee15-d022318a,"GW",3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,4.027,4.117,4.207,4.207,4.207,4.207,4.207,4.207,4.207,4.207,5.054272,5.054272,6.657095,6.657095,"1.6%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Nuclear": $25 carbon allowance fee,62-AEO2018.9.co2fee25-d022318a,"GW",3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,3.937,4.027,4.117,4.207,4.207,4.207,4.207,5.67115,5.943312,6.470757,6.470757,7.582271,7.819425,7.819425,7.819425,"2.1%"
Pumped Storage,"Electricity: Electric Power Sector: Capacity: Pumped Storage",62-AEO2018.10.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case,62-AEO2018.10.ref2018-d121317a,"GW",0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,"0.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Pumped Storage": Reference case with Clean Power Plan,62-AEO2018.10.ref_cpp-d121317a,"GW",0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,"0.0%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $15 carbon allowance fee,62-AEO2018.10.co2fee15-d022318a,"GW",0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,"0.0%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Pumped Storage": $25 carbon allowance fee,62-AEO2018.10.co2fee25-d022318a,"GW",0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,0.2163,"0.0%"
Diurnal Storage,"Electricity: Electric Power Sector: Capacity: Diurnal Storage",62-AEO2018.11.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case,62-AEO2018.11.ref2018-d121317a,"GW",0.0306,0.0706,0.0706,0.0706,0.0706,0.0706,0.3206,0.3206,0.3206,0.3206,0.5706,0.8206,1.0706,1.3206,1.5706,1.8206,2.0706,2.3206,2.5706,2.8206,3.0706,3.3206,3.5706,3.8206,3.8206,3.8206,4.0706,4.3206,4.5706,4.600609,4.600609,4.600609,4.600609,4.600609,4.600609,"13.5%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": Reference case with Clean Power Plan,62-AEO2018.11.ref_cpp-d121317a,"GW",0.0306,0.0706,0.0706,0.0706,0.0706,0.3206,0.5706,0.5706,0.5706,0.5706,0.8206,1.0706,1.3206,1.5706,1.8206,2.0706,2.3206,2.5706,2.8206,3.0706,3.3206,3.5706,3.8206,4.0706,4.3206,4.5706,4.5706,4.8206,4.8206,4.8206,4.8206,4.8206,4.8206,4.8206,4.8206,"13.7%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $15 carbon allowance fee,62-AEO2018.11.co2fee15-d022318a,"GW",0.0306,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.0706,0.3206,0.5706,0.8206,1.0706,1.3206,1.5706,1.8206,2.0706,2.3206,2.5706,2.8206,3.0706,3.3206,3.5706,3.8206,4.0706,4.3206,4.3206,4.3206,4.3206,4.3206,4.3206,4.3206,"13.3%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Diurnal Storage": $25 carbon allowance fee,62-AEO2018.11.co2fee25-d022318a,"GW",0.0306,0.0706,0.0706,0.0706,0.0706,0.3206,0.3206,0.3206,0.3206,0.5706,0.8206,1.0706,1.3206,1.5706,1.8206,2.0706,2.3206,2.5706,2.8206,3.0706,3.3206,3.5706,3.8206,4.0706,4.3206,4.3206,4.3206,4.3206,4.3206,4.5706,4.8206,4.8206,4.8206,4.8206,4.8206,"13.7%"
Fuel Cells,"Electricity: Electric Power Sector: Capacity: Fuel Cells",62-AEO2018.12.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case,62-AEO2018.12.ref2018-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Fuel Cells": Reference case with Clean Power Plan,62-AEO2018.12.ref_cpp-d121317a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $15 carbon allowance fee,62-AEO2018.12.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Fuel Cells": $25 carbon allowance fee,62-AEO2018.12.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Renewable Sources,"Electricity: Electric Power Sector: Capacity: Renewable Sources",62-AEO2018.13.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case,62-AEO2018.13.ref2018-d121317a,"GW",10.345301,11.1878,12.088401,12.6027,12.601701,12.6267,12.6517,12.6767,12.701701,12.7037,12.7037,12.714032,12.726031,12.738032,12.750031,12.762033,13.492909,13.976199,14.23322,14.63779,15.160998,15.550616,19.581972,19.58197,19.58197,19.58197,19.58429,19.58429,19.617891,19.632299,19.632299,19.676273,19.735495,19.779959,19.779959,"1.7%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Renewable Sources": Reference case with Clean Power Plan,62-AEO2018.13.ref_cpp-d121317a,"GW",10.345301,11.1878,12.088401,12.6027,12.601701,12.6267,12.6517,12.6834,12.7084,13.497527,14.713569,16.057657,16.069656,16.253927,16.790279,17.771059,18.108427,18.440706,18.440706,18.790056,19.301035,19.648428,19.648428,19.648428,22.145529,22.145529,22.14353,22.14353,23.867689,23.901289,23.946138,23.958139,24.000374,24.081285,24.093283,"2.4%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $15 carbon allowance fee,62-AEO2018.13.co2fee15-d022318a,"GW",10.345301,11.1878,12.088401,12.6027,12.601701,12.637721,13.211238,13.263679,13.729066,14.309623,15.425624,18.031584,18.115404,18.569738,18.581739,18.593739,18.893663,18.905663,18.931862,18.955862,18.969305,19.163225,19.277973,19.603455,19.762985,20.491003,23.131763,23.141605,23.141605,23.345497,24.100771,24.100771,24.23554,24.23554,24.23554,"2.4%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Renewable Sources": $25 carbon allowance fee,62-AEO2018.13.co2fee25-d022318a,"GW",10.345301,11.1878,12.088401,12.6027,12.601701,12.637721,13.192639,13.28946,17.300234,20.182133,20.645617,20.832693,20.844692,20.880711,20.916712,20.978428,21.047184,21.132835,21.140886,21.182219,21.208649,21.2178,21.223375,21.280725,21.327293,21.372803,22.935087,22.935087,22.935087,23.127207,23.844425,24.16572,24.296764,24.561506,24.561506,"2.4%"
Distributed Generation,"Electricity: Electric Power Sector: Capacity: Distributed Generation",62-AEO2018.14.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case,62-AEO2018.14.ref2018-d121317a,"GW",0,0,0,0.032831,0.042942,0.050549,0.068391,0.090041,0.113807,0.135368,0.158495,0.182532,0.207077,0.232752,0.257782,0.286171,0.314049,0.343469,0.375565,0.410479,0.446057,0.483036,0.519101,0.556548,0.594169,0.633802,0.671994,0.712583,0.753864,0.890001,1.02602,1.16402,1.292913,1.423744,1.557701,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Distributed Generation": Reference case with Clean Power Plan,62-AEO2018.14.ref_cpp-d121317a,"GW",0,0,0,0.032783,0.04241,0.06091,0.100161,0.106409,0.125543,0.141465,0.158592,0.177397,0.197599,0.219608,0.241659,0.266785,0.291522,0.317918,0.346754,0.378071,0.409907,0.443235,0.476361,0.510481,0.543267,0.577101,0.609179,0.717984,0.829571,0.946881,1.067427,1.19767,1.324097,1.454401,1.586937,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $15 carbon allowance fee,62-AEO2018.14.co2fee15-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01206,0.023956,0.036579,0.048737,0.062069,0.075472,0.089253,0.103189,0.11823,0.133689,0.149284,0.164236,0.17957,0.195252,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Distributed Generation": $25 carbon allowance fee,62-AEO2018.14.co2fee25-d022318a,"GW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Total Capacity,"Electricity: Electric Power Sector: Capacity: Total Capacity",62-AEO2018.15.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case,62-AEO2018.15.ref2018-d121317a,"GW",47.713326,48.338821,48.716522,49.495247,48.199364,48.231972,48.524811,48.318863,48.36763,48.39119,48.664318,48.951725,49.23827,49.525948,49.928123,50.422806,51.241562,52.004272,52.543388,53.232876,54.04166,54.808258,59.215675,59.593124,59.630745,59.670376,59.960888,60.503208,62.51265,63.144157,63.563671,64.214455,64.878113,65.576302,66.25042,"1.0%"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Capacity: Total Capacity": Reference case with Clean Power Plan,62-AEO2018.15.ref_cpp-d121317a,"GW",47.713326,48.338821,48.716522,49.495201,47.928829,47.396332,47.710583,47.495926,47.160065,47.583115,48.819283,50.205173,50.412376,50.86866,51.677059,52.525967,53.138069,53.746746,54.025581,54.65625,55.449066,56.169785,56.673325,57.047451,59.848965,60.132797,60.16288,61.95211,63.84774,64.425293,64.967461,65.664848,66.854034,68.388474,69.532806,"1.1%"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $15 carbon allowance fee,62-AEO2018.15.co2fee15-d022318a,"GW",47.713326,48.338821,48.716522,49.462418,47.609421,46.459442,46.403957,46.604591,47.069977,47.650536,48.612534,50.991489,51.135311,51.90591,52.699902,52.961899,53.765049,53.789631,54.105587,54.507931,54.996258,56.102642,56.136185,57.084156,57.206703,58.656136,61.543297,62.362366,63.634495,65.056877,66.569214,67.166084,66.907593,68.525749,69.345726,"1.1%"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Capacity: Total Capacity": $25 carbon allowance fee,62-AEO2018.15.co2fee25-d022318a,"GW",47.713326,48.338821,48.716522,49.462418,47.609421,46.842442,46.128357,46.171085,48.433956,50.635857,51.439098,52.168179,52.43018,52.8344,53.209255,53.66428,54.198578,54.91441,55.225437,55.805126,56.522636,57.189667,57.677364,57.438145,57.874016,58.352325,59.976902,61.441051,63.197315,63.629482,64.848991,66.773521,67.613037,68.694481,69.782219,"1.1%"
Cumulative Planned Additions,,62-AEO2018.17.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coal,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal",62-AEO2018.18.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case,62-AEO2018.18.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": Reference case with Clean Power Plan,62-AEO2018.18.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $15 carbon allowance fee,62-AEO2018.18.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Coal": $25 carbon allowance fee,62-AEO2018.18.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Oil and Natural Gas Steam,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam",62-AEO2018.19.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reference case,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case,62-AEO2018.19.ref2018-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Reference case with Clean Power Plan,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": Reference case with Clean Power Plan,62-AEO2018.19.ref_cpp-d121317a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$15 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $15 carbon allowance fee,62-AEO2018.19.co2fee15-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
$25 carbon allowance fee,"Electricity: Electric Power Sector: Cumulative Planned Additions: Oil and Natural Gas Steam": $25 carbon allowance fee,62-AEO2018.19.co2fee25-d022318a,"GW","- -","- -",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"- -"
Combined Cycle,"Electricity: Electric Power Sector: Cumulative Planned Additions: Combined Cycle",62-AEO2018.20.,"GW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
